date,symbol,open,high,low,PX,BUX,BET,BTE,CRE,WIG,AEX,CAC,DAX,FTMIB,UKX,IBC,ATX,OMXS30,OMXN40,SX5E,SMI,EURCZK,EURHUF,EURRON,EURPLN,EURGBP
2015-02-12,PSECZ:PX,35.77439265146855,36.66151562374348,35.77439265146855,36.59377687362847,59.124161928201644,1620.0928350875613,1421.33,909.89001,12459.867084705422,460.42999,46.875,10919.65,21002.91,9232.165900486749,10562.2,2375.8501,1624.353,1501.103,3417.6101,8611.0303,27.60606,306.358,4.4369,4.18462,0.7396
2015-02-16,PSECZ:PX,37.10620001595139,37.24324059774215,36.89738179656175,36.9057200240721,58.03930420323086,1631.266189801381,1424.6,903.04999,12560.155776472217,462.82001,47.134998,10923.23,21165.84,9225.889080243258,10689.5,2401.95,1644.291,1518.641,3433.3,8712.6904,27.5838,307.906,4.4457,4.19062,0.74324
2015-02-17,PSECZ:PX,37.37472640555248,37.38280028596216,36.976537303529454,36.98387719481099,58.56330343014817,1623.4014359066548,1413.8199,902.52002,12581.744002065041,463.42001,47.154999,10895.62,21266.25,9344.02077915041,10698.0,2402.79,1630.994,1524.715,3438.4399,8747.8301,27.24836,305.876,4.45015,4.18394,0.73824
2015-02-18,PSECZ:PX,36.82711264839106,37.235673421806105,36.79531945761547,36.79531945761547,59.18018890772584,1643.482343156428,1393.64,902.25,12580.464749429431,467.32001,47.619999,10961.0,21659.33,9354.089959861141,10805.3,2427.76,1652.147,1539.932,3465.8,8800.71,27.36435,305.546,4.4487,4.17128,0.73744
2015-02-19,PSECZ:PX,36.58138711934656,36.60681911817814,36.445507582732105,36.59264986168626,59.28064302482656,1639.1019448600127,1385.65,898.76001,12615.226926971603,469.79001,47.950001,11001.94,21789.98,9320.786237129443,10910.4,2426.05,1662.236,1549.14,3488.0801,8900.1797,27.52438,304.996,4.44505,4.16742,0.73909
2015-02-23,PSECZ:PX,36.98307805244668,37.36214322335572,36.97907259920415,37.12399718016092,59.622917908443654,1649.5093347120905,1389.65,899.06,12726.54199538195,475.22,48.224998,11130.92,21964.289,9419.67865903516,10990.1,2457.3201,1679.4771,1574.6121,3519.5801,8977.6904,27.46256,305.342,4.44845,4.1576,0.7338
2015-02-24,PSECZ:PX,37.164297603086524,37.447899921189176,37.0655106773721,37.38775289999774,60.73839731682824,1647.0674047321702,1383.63,902.82001,12731.523176578647,479.94,48.485001,11205.74,22149.75,9499.48043959649,11064.5,2472.0701,1683.915,1580.212,3547.1001,8984.6104,27.43278,304.714,4.44405,4.15894,0.73158
2015-02-25,PSECZ:PX,37.229881055632625,37.57658883833288,37.195028754963275,37.34169522316545,61.2988563806958,1639.067293564502,1387.1,900.91998,12739.1287900692,478.53,48.450001,11210.27,21937.24,9541.430929877419,11049.5,2485.3101,1678.73,1586.13,3541.78,8977.6201,27.54481,302.898,4.4239,4.15032,0.72687
2015-02-26,PSECZ:PX,37.41712707182321,37.63121910439081,37.3131760686246,37.37605408548997,61.094352776364396,1623.755157780687,1395.01,902.25,12788.591612117707,482.47,48.735001,11327.19,22165.131,9580.944897087003,11139.5,2477.5801,1684.828,1600.687,3574.9399,9049.4902,27.512,302.662,4.4302,4.14765,0.72537
2015-03-04,PSECZ:PX,37.28034731758662,37.376001852985944,37.10186548333577,37.171132560693906,58.31292652764782,1618.8413740389371,1384.54,910.17999,12830.197176300228,483.57001,48.779999,11390.38,22131.08,9560.526992110317,11051.3,2465.53,1664.498,1603.23,3583.4399,8992.5,27.28569,305.666,4.4482,4.1435,0.72373
2015-03-05,PSECZ:PX,37.108203112423645,37.674184796129516,36.96625036951616,37.661013923076254,58.535107113654945,1615.4526329999665,1361.16,919.87,12962.404802827472,488.95999,49.224998,11504.01,22400.08,9656.581769251043,11124.4,2506.8201,1669.564,1617.5129,3618.21,9034.5996,27.33304,305.75,4.44455,4.1309,0.72087
2015-03-09,PSECZ:PX,38.02883388993629,38.02883388993629,37.51535667058586,37.53808014496111,59.76935165332144,1599.943725088387,1356.17,923.91998,12840.39865480446,488.20999,48.994999,11582.11,22564.35,9686.397148934371,11054.2,2537.52,1660.3621,1614.307,3610.28,9046.8799,27.28456,307.351,4.4407,4.15999,0.70991
2015-03-10,PSECZ:PX,37.57873988311249,37.62972686879535,37.107786069597,37.107786069597,60.62849433814144,1590.8160960906923,1367.76,923.52002,12817.468391892024,483.10001,48.5,11500.38,22345.77,9487.92543102228,10902.2,2480.54,1641.7061,1610.255,3567.25,9023.71,27.26382,303.169,4.4458,4.12236,0.70646
2015-03-11,PSECZ:PX,37.05473620609156,37.38796883725614,37.05473620609156,37.21000064083198,61.46419290108227,1583.359182020652,1377.41,914.12,12806.126927868505,491.92999,49.599998,11805.99,22833.039,9404.659017769693,11021.8,2505.96,1663.312,1632.416,3649.54,9106.2305,27.30825,303.99,4.4451,4.14188,0.7147
2015-03-12,PSECZ:PX,37.22244526563494,37.556888280647875,37.22244526563494,37.49168471364645,61.4552663604601,1598.7976943687659,1397.01,914.53003,12806.972523499639,491.64001,49.505001,11799.39,22809.01,9498.6861293359,11011.8,2506.75,1661.6851,1629.925,3641.3201,9119.8096,27.29912,305.676,4.4413,4.149,0.71179
2015-03-16,PSECZ:PX,38.03401638772485,38.17169442378255,37.93855961605818,38.043929206321,61.423147764424186,1583.7956099154194,1454.17,910.72998,12780.414925322626,498.03,50.189999,12167.72,22930.92,9469.840083507306,11114.7,2523.53,1689.667,1662.808,3706.75,9237.0801,27.23746,304.038,4.43955,4.13713,0.7185
2015-03-17,PSECZ:PX,37.91588126479946,37.933080833950434,37.601968090244135,37.77246371297026,61.43520411528062,1573.5294554288412,1442.92,905.69,12866.301219447307,494.39999,49.950001,11980.85,22723.061,9425.855585117382,11028.1,2500.51,1675.876,1640.703,3672.1599,9198.5098,27.33208,303.26,4.4457,4.13466,0.72541
2015-03-18,PSECZ:PX,37.63663926650299,37.7813815486768,37.42590617054214,37.58413828757848,61.02898827684825,1562.1353785343724,1441.9301,904.42999,12916.651498501742,496.63,49.959999,11922.77,22565.189,9612.73384083045,11050.0,2481.8101,1703.963,1648.3831,3668.52,9256.2402,27.42806,303.502,4.4527,4.13146,0.7225
2015-03-19,PSECZ:PX,37.55676827977769,37.97787444115096,37.55567544371876,37.97787444115096,62.37939301602377,1578.1082487051322,1447.9,903.35999,13101.305086304093,496.01001,50.009998,11899.4,22805.17,9616.596638075112,11091.0,2510.1899,1707.5031,1661.923,3670.73,9328.4805,27.45151,303.237,4.4213,4.13306,0.72399
2015-03-23,PSECZ:PX,38.13151455487387,38.20594732382833,37.89433969424147,38.1391771272943,64.61543424914916,1588.9353051164371,1462.49,903.98999,13334.475157563922,497.54999,50.264999,11895.84,23057.119,9566.470788135824,11452.8,2532.4099,1698.384,1650.079,3699.04,9366.2002,27.40594,299.114,4.41225,4.09199,0.73566
2015-03-24,PSECZ:PX,38.183899671024385,38.400220413296864,38.15978648558087,38.32202338821863,65.30047003289562,1588.4111258638886,1482.8,902.42999,13321.144782627847,498.66,50.630001,12005.69,23333.199,9522.342168805448,11579.3,2537.75,1701.287,1659.144,3731.3501,9292.6797,27.36677,299.128,4.40595,4.08654,0.73718
2015-03-25,PSECZ:PX,38.15230436280468,38.15958013002523,37.85981852053822,37.95040182243417,67.05516868771761,1583.5883165089858,1484.11,898.75,13258.607093351879,491.64001,49.935001,11865.32,23145.1,9537.736636743159,11464.7,2523.3999,1694.391,1645.1379,3684.04,9188.25,27.48851,299.844,4.4182,4.08326,0.73298
2015-03-26,PSECZ:PX,37.96225607674835,37.96334774087387,37.38331020218347,37.54378482863421,67.25031475029809,1582.7501496008763,1485.79,899.47998,13087.703146421549,486.37,49.759998,11843.68,22900.27,9416.891004192672,11453.8,2481.6299,1675.608,1621.389,3669.79,9082.5098,27.48098,300.238,4.42845,4.09926,0.73223
2015-03-30,PSECZ:PX,37.139944836205046,37.50753412901477,37.10220615263919,37.42117060316214,66.70810843189062,1604.2792249804202,1485.37,897.09998,13279.722704915617,494.69,50.560001,12086.01,23260.57,9514.870215938587,11529.1,2516.1299,1687.175,1666.645,3727.8,9202.1797,27.55793,300.502,4.40505,4.07436,0.72428
2015-03-31,PSECZ:PX,37.381168585187964,37.66355462031041,37.31591892367059,37.46998062447551,65.90469687232219,1603.046938359423,1498.96,894.67999,13331.259796721117,489.41,50.029999,11966.17,23157.119,9327.971353808016,11521.1,2509.8201,1667.726,1654.038,3697.3799,9128.9805,27.58635,298.752,4.4143,4.05748,0.7261
2015-04-01,PSECZ:PX,37.500150626351555,37.942959433964326,37.35714996069197,37.89105685981441,65.53466016698232,1602.226223233799,1504.3101,900.20001,13268.9963409543,490.04001,50.369999,12001.38,23358.99,9279.776505859907,11569.8,2541.55,1669.49,1656.299,3714.8899,9137.2598,27.55162,299.912,4.41555,4.0721,0.7338
2015-04-02,PSECZ:PX,37.902017776532105,38.092983708355085,37.837027640684894,38.092983708355085,66.87925759738935,1607.6853876627051,1509.3101,900.71002,13339.793817986634,492.38,50.435001,11967.39,23308.529,9288.883451594487,11634.0,2545.6899,1675.52,1652.132,3715.27,9130.5996,27.54418,299.083,4.4175,4.06146,0.73566
2015-04-07,PSECZ:PX,38.29688296718719,38.40894051398064,38.151614397356255,38.36039234193739,68.98260808004531,1591.9187120731815,1502.9,899.40997,13593.646845750094,503.03,51.16,12123.52,23706.34,9600.322687406917,11730.5,2581.9399,1697.429,1674.11,3768.72,9260.75,27.39753,296.632,4.4164,4.00856,0.72516
2015-04-08,PSECZ:PX,38.35972564349264,38.35972564349264,38.04533753684578,38.20836710026938,69.70239411421794,1614.7003649510557,1492.21,902.95001,13575.975335877254,497.16,51.080002,12035.86,23578.699,9575.445410628019,11655.5,2590.4199,1686.765,1672.5129,3742.6299,9247.8203,27.41834,298.482,4.39785,4.02528,0.7245
2015-04-09,PSECZ:PX,38.32012395406443,38.528981870693904,38.28244905842023,38.528981870693904,70.18829830928446,1636.470325129416,1490.27,903.16998,13690.017627213036,501.97,51.759998,12166.44,23803.9,9682.10097023062,11734.6,2614.5801,1695.9351,1684.447,3781.79,9393.3799,27.33916,297.034,4.4044,4.02219,0.72457
2015-04-14,PSECZ:PX,38.5494687653857,38.62047969888451,38.28363296305683,38.35537221382229,73.20388617951178,1661.4052199513105,1462.84,926.48999,13664.937108481654,505.85999,51.98,12227.6,23752.91,9828.797388344794,11704.7,2628.1399,1701.387,1694.017,3784.53,9415.6201,27.46056,300.192,4.41575,4.0228,0.71985
2015-04-15,PSECZ:PX,38.36101588985057,38.36101588985057,37.87624943000788,38.27141968465049,73.14546171380105,1661.8059490565397,1464.96,935.94,13826.051708373916,507.42999,52.255001,12231.34,24030.539,9848.568256567536,11778.4,2650.98,1710.605,1702.756,3803.55,9428.5498,27.45652,301.832,4.42255,4.02488,0.72059
2015-04-16,PSECZ:PX,38.33043034188424,38.553671904210404,38.30015411692824,38.54747074970134,72.72275038103808,1684.5481720039916,1460.59,932.87,13948.933559833898,504.38,51.985001,11998.86,23610.811,9776.714900923605,11611.7,2634.99,1690.929,1693.937,3751.72,9398.5996,27.41425,301.151,4.4092,4.02648,0.72217
2015-04-20,PSECZ:PX,38.24051366331294,38.461342244216006,38.18658193068315,38.315945208274876,72.40353876313905,1692.8849517576032,1440.87,930.96997,14090.519524158199,500.73001,51.619999,11891.91,23332.98,9805.247212257724,11384.6,2608.3,1678.282,1669.92,3718.04,9243.71,27.4421,298.918,4.43075,3.98788,0.71922
2015-04-21,PSECZ:PX,38.38723069256581,38.59480416956382,38.256269703976145,38.5521221013586,72.88344103338812,1690.3907680870475,1432.38,927.65002,14096.801117189576,503.81,51.709999,11939.58,23240.26,9902.877373040577,11422.3,2632.26,1694.725,1698.559,3719.3799,9299.4297,27.41198,300.526,4.43895,3.98858,0.71322
2015-04-22,PSECZ:PX,38.538484877658846,38.538484877658846,37.91197329995828,38.026116561786154,73.16039760344954,1686.793882948663,1440.63,929.34998,14112.62940527946,505.72,51.884998,11867.37,23315.4,9776.65284887603,11399.2,2617.29,1706.251,1693.917,3724.49,9358.0898,27.42168,300.098,4.4237,4.00003,0.71888
2015-04-23,PSECZ:PX,37.95223741094651,38.0443209223201,37.83467624820474,37.92712372602644,72.70655693381079,1704.633198692056,1445.26,929.89001,13990.121246341067,503.0,51.59,11723.58,23199.43,9851.3566849625,11425.8,2613.1799,1689.7729,1671.524,3697.8799,9338.25,27.47506,303.282,4.41915,4.03806,0.71601
2015-04-27,PSECZ:PX,38.25332621408408,38.49570020428358,37.965401177591865,37.965401177591865,75.84358238120875,1719.2154285455285,1432.3,927.85999,14279.235901183158,509.23999,52.450001,12039.16,23806.27,9922.72987582585,11640.2,2661.7,1719.933,1695.264,3771.45,9349.1797,27.43735,300.906,4.4126,3.99608,0.71593
2015-04-28,PSECZ:PX,37.95622194064649,37.999965005548084,37.52681085352926,37.594612604126716,75.38873267392238,1719.1590493601461,1425.85,928.03003,14210.818715637506,501.66,51.599998,11811.66,23532.09,9753.516550595155,11607.7,2646.6699,1679.522,1653.488,3715.4199,9259.8096,27.43292,302.29,4.376,4.01055,0.72082
2015-04-29,PSECZ:PX,37.55401129766578,37.59843946121065,37.25141839852511,37.327522702933585,73.51554214724695,1696.2241693966153,1431.67,930.53003,13992.819944433862,489.26001,50.255001,11432.72,22995.631,9502.694738570139,11378.9,2586.51,1636.1801,1622.077,3617.1101,9105.0498,27.46231,303.626,4.41095,4.04203,0.73098
2015-04-30,PSECZ:PX,37.496771965812464,37.701244612932186,37.30473593765889,37.529692427781654,74.44014985169554,1708.6138591447263,1450.16,936.56,13868.540846094158,487.85001,50.52,11454.38,23045.52,9410.453175064555,11385.0,2586.3301,1628.0389,1603.537,3615.5901,9077.1201,27.33862,303.767,4.4173,4.07236,0.73967
2015-05-05,PSECZ:PX,37.53760983823757,37.65032991598159,37.305238674732905,37.40555589602613,73.91273575644935,1715.5334987593053,1444.88,937.96997,13951.929066513738,482.60999,49.794998,11327.68,22576.35,9307.760654592357,11115.6,2583.9299,1595.483,1578.516,3546.5601,9024.3799,27.41304,305.612,4.433,4.04548,0.74428
2015-05-07,PSECZ:PX,37.04339153282459,37.506743556875186,36.93374612461765,37.44882455386886,75.16381089052601,1701.8570834036332,1440.13,931.39001,14060.028559146584,478.78,49.785,11407.97,22841.92,9490.863513588007,11180.3,2615.3301,1587.65,1574.974,3556.21,8873.5498,27.45213,302.428,4.44525,4.04774,0.72564
2015-05-11,PSECZ:PX,37.57936195467364,38.12399567209405,37.45140584033993,38.00442414644887,74.03124928704824,1699.4987864077668,1403.7,918.09003,13965.378311936629,492.75,50.650002,11673.35,23321.859,9824.400950317937,11445.8,2653.8,1617.035,1615.635,3624.4099,9117.3301,27.43128,306.823,4.4496,4.10032,0.71555
2015-05-12,PSECZ:PX,37.89746270351808,37.89746270351808,37.58805405987821,37.67869259195625,73.19334444433615,1692.0719595199712,1389.39,913.40997,13982.6928989376,488.97,50.084999,11472.41,23104.869,9614.787009817515,11322.6,2633.03,1600.101,1587.265,3573.1001,9044.9805,27.47176,307.803,4.4664,4.09826,0.72116
2015-05-13,PSECZ:PX,37.67859046467266,37.83940328982291,37.460656341901164,37.63601872559838,73.0678180121508,1687.2361427146266,1389.03,912.37,14075.290004376498,486.69,49.959999,11351.46,23210.971,9608.49173210928,11324.6,2659.5701,1622.01,1597.476,3553.4199,9050.6602,27.48537,306.482,4.46065,4.06718,0.72328
2015-05-18,PSECZ:PX,37.46837998264637,37.50233164432851,37.28623247525172,37.31470500090711,72.74274739285364,1680.4208209826643,1392.49,931.5,14080.080712840005,490.14999,50.560001,11594.28,23198.1,9695.684373086984,11345.0,2637.55,1622.572,1602.222,3589.22,9196.5498,27.39483,305.89,4.4532,4.0514,0.71876
2015-05-19,PSECZ:PX,37.4229104080376,37.84647758315572,37.4097311355188,37.753124402814215,72.73974713062964,1690.8539366271616,1380.7,928.48999,13975.01974752604,499.17999,51.555,11853.33,23713.26,9794.178322902228,11497.7,2642.5601,1633.2581,1627.178,3670.52,9295.6201,27.31562,307.036,4.4467,4.07646,0.71421
2015-05-20,PSECZ:PX,37.667842432524324,37.74818622991816,37.424269370282985,37.670033527403476,72.22429818491337,1681.773464821041,1385.11,930.38,13895.651346093293,501.89999,51.794998,11848.47,23772.609,9876.056770774607,11574.1,2652.3999,1637.485,1637.968,3683.48,9319.9004,27.38357,307.809,4.44655,4.09667,0.70952
2015-05-21,PSECZ:PX,37.59977313435447,37.603053646580946,37.217775710650066,37.23016875683896,72.27646813529063,1678.3751124302935,1364.45,931.92999,13870.950170738179,502.04999,52.02,11864.59,23739.689,9861.87578216179,11595.4,2639.9199,1642.191,1645.826,3688.72,9365.3496,27.43474,306.954,4.4472,4.10863,0.71117
2015-05-26,PSECZ:PX,37.44054974005083,37.488270230573754,36.889032009885064,36.92327419392442,71.56139590262589,1669.6995188263402,1361.38,928.34998,13455.53163094526,496.35001,51.450001,11625.13,23326.949,9785.380629171714,11240.3,2596.79,1638.488,1647.882,3619.3,9272.6797,27.45152,309.076,4.45785,4.12871,0.71014
2015-05-27,PSECZ:PX,36.96979813913617,37.62621771115497,36.91002423030158,37.54749474426972,72.68866673994995,1670.0024072803358,1359.3101,928.21002,13490.187976642987,503.51999,52.43,11771.13,23861.07,9838.476527529096,11431.1,2614.6299,1664.079,1666.149,3682.8701,9396.2402,27.43672,309.302,4.44485,4.14094,0.71488
2015-05-28,PSECZ:PX,37.53928839688756,37.816403771686105,37.39307357413201,37.39307357413201,72.57161517271705,1669.8816860857437,1358.3,929.32001,13513.623781353988,502.23999,52.009998,11677.57,23744.131,9795.7898910639,11382.8,2576.4299,1667.058,1659.411,3650.71,9394.25,27.4254,309.292,4.4458,4.11112,0.71877
2015-06-02,PSECZ:PX,37.40444961888996,37.45574939513562,37.0107875061396,37.095559476815055,71.54881681389908,1698.740004278653,1386.64,947.53998,13221.451526899076,486.5,50.715,11328.8,23576.16,9426.21768707483,11271.4,2578.5901,1638.6541,1620.161,3561.8899,9204.0898,27.4855,312.884,4.44065,4.16334,0.735
2015-06-03,PSECZ:PX,37.18371588567571,37.18845442924425,36.920908969297514,37.081290443924985,71.89939146770284,1702.4389593965946,1391.1899,942.31,13124.051767740326,487.73999,51.029999,11419.62,23608.83,9503.083170401564,11267.6,2612.3501,1641.692,1625.3621,3583.8201,9253.2998,27.43459,311.405,4.4282,4.17171,0.73139
2015-06-08,PSECZ:PX,36.6599127216161,36.68690904500871,36.36550723537949,36.36550723537949,69.8112067808311,1654.3861049618747,1383.4301,943.56,12922.27255965864,475.13,49.395,11064.92,22642.289,9259.06128126108,10917.3,2500.98,1589.5649,1577.918,3468.3101,9060.4902,27.41114,312.882,4.4721,4.17626,0.73334
2015-06-09,PSECZ:PX,36.55297498752255,36.56471020958085,36.00033627694846,36.365582182675766,70.5478716592606,1651.8018426489475,1377.37,947.26001,12936.104887000192,474.70001,49.345001,11001.29,22527.461,9261.676585941143,10938.1,2502.8,1587.8361,1573.2159,3456.79,8980.2197,27.26919,312.356,4.47725,4.1416,0.72922
2015-06-10,PSECZ:PX,36.3025558588216,37.005782565572126,36.259703780863184,36.84828933045597,70.6299733425943,1655.8537338825215,1383.48,949.56,13159.56321038192,481.45001,50.169998,11265.39,23091.49,9414.30973646488,11097.5,2546.4099,1610.382,1602.85,3526.48,9102.7002,27.30276,310.983,4.4672,4.13334,0.72552
2015-06-11,PSECZ:PX,36.81174412368898,36.95094111820609,36.754233786480604,36.93738772663468,71.15959205114736,1647.8013933379627,1380.09,944.60999,13111.761286338682,484.88,50.555,11332.78,23172.34,9456.692863358241,11156.7,2527.3401,1604.892,1610.953,3551.9099,9146.2998,27.29944,312.196,4.4641,4.14572,0.72401
2015-06-15,PSECZ:PX,36.36087528183952,36.36087528183952,35.76839706776842,35.92431219417706,69.96001335027792,1626.3483412586168,1376.5601,941.40997,13025.470441459658,472.89001,49.014999,10984.97,22328.029,9335.726210350585,10842.1,2434.3,1566.995,1573.296,3438.0701,8924.6699,27.25842,311.604,4.48985,4.14398,0.7188
