date,symbol,open,high,low,PX,DAX,WIG,ATX,UKX,LUXX,AEX,CAC,SMI,MAIN,SX5E,MSCI,EURCZK,EURPLN
2017-01-24,PSECZ:PX,926.81,930.53998,924.85999,930.13,11594.94,53988.512,2684.1699,7150.3398,1704.8547,483.04999,47.41,8246.6602,47.34,3281.53,82.21,27.02266,4.35342
2017-01-25,PSECZ:PX,930.23999,940.81,930.14001,938.15997,11806.05,55484.559,2738.9199,7164.4302,1716.4423,488.03,47.880001,8387.5498,47.18,3326.1499,82.72,27.01852,4.34672
2017-01-26,PSECZ:PX,938.46002,945.02002,937.85999,938.08002,11848.63,55560.23,2726.22,7161.4902,1709.8436,486.45001,47.799999,8405.4805,48.830002,3319.1299,83.51,27.0245,4.33542
2017-01-30,PSECZ:PX,937.06,941.65002,930.82001,930.82001,11681.89,55060.441,2694.3799,7118.48,1659.5599,479.53,47.005001,8320.8301,46.700001,3262.72,83.61,27.02368,4.32156
2017-01-31,PSECZ:PX,930.69,937.22998,930.03003,932.46002,11535.31,55232.32,2676.4299,7099.1499,1645.4536,476.70999,46.665001,8291.6904,47.060001,3230.6799,82.75,27.02218,4.30473
2017-02-01,PSECZ:PX,932.46002,940.29999,932.46002,938.22998,11659.5,55651.75,2727.6899,7107.6499,1683.3315,479.64999,47.075001,8329.1699,46.849998,3258.9199,83.75,27.01956,4.31674
2017-02-02,PSECZ:PX,938.56,943.92999,938.56,940.90997,11627.95,55303.109,2729.76,7140.75,1713.7935,482.19,47.075001,8276.7002,46.860001,3253.6101,88.91,27.0233,4.30216
2017-02-06,PSECZ:PX,944.12,946.84998,942.06,942.06,11509.84,55654.52,2711.99,7172.1499,1685.7148,482.07999,46.935001,8330.9297,46.689999,3238.3101,93.07,27.022,4.30714
2017-02-07,PSECZ:PX,943.29999,947.25,942.66998,947.25,11549.44,55617.09,2712.76,7186.2202,1682.8416,484.28,46.720001,8370.1396,46.310001,3235.71,92.65,27.02283,4.31
2017-02-08,PSECZ:PX,947.25,960.5,946.46002,955.21002,11543.38,55642.641,2706.1101,7188.8198,1700.9404,483.51001,46.814999,8378.7305,44.790001,3238.04,92.61,27.0206,4.31328
2017-02-09,PSECZ:PX,955.21002,958.76001,953.46002,953.46002,11642.86,56785.52,2737.49,7229.5,1735.7977,488.5,47.505001,8437.54,44.599998,3277.79,90.33,27.02344,4.29467
2017-02-13,PSECZ:PX,964.47998,972.59003,961.33002,972.19,11774.43,57857.852,2782.28,7278.9199,1803.7764,494.04999,48.075001,8462.8799,44.0,3305.23,92.79,27.02086,4.3037
2017-02-14,PSECZ:PX,972.19,972.28003,963.83002,966.32001,11771.81,57728.102,2792.48,7268.5601,1795.1331,494.62,48.18,8426.1504,44.709999,3308.8899,93.95,27.02011,4.31088
2017-02-15,PSECZ:PX,966.54999,973.25,966.54999,972.83002,11793.93,57899.25,2807.9099,7302.4102,1806.1586,496.66,48.450001,8486.2695,44.810001,3323.71,94.58,27.02031,4.31922
2017-02-16,PSECZ:PX,972.60999,973.25,966.62,971.08002,11757.24,58610.281,2811.3501,7277.9199,1806.9545,493.98001,48.165001,8467.5195,45.400002,3311.04,94.2,27.02192,4.33412
2017-02-21,PSECZ:PX,973.44,976.71002,971.64001,974.46997,11967.49,59331.91,2815.22,7274.8301,1811.8228,498.57001,48.029999,8567.1797,46.27,3339.3301,94.52,27.02036,4.29864
2017-02-22,PSECZ:PX,974.66998,978.12,970.32001,972.71997,11998.59,59451.121,2787.1001,7302.25,1798.8992,499.10999,48.150002,8585.8496,46.110001,3339.27,94.95,27.02158,4.30184
2017-02-23,PSECZ:PX,972.73999,973.87,966.46997,972.20001,11947.83,59583.891,2799.72,7271.3701,1801.5959,497.63,48.075001,8569.3604,45.25,3333.96,94.99,27.02068,4.31382
2017-02-28,PSECZ:PX,958.60999,963.35999,953.47998,953.91998,11834.41,58300.371,2746.5,7263.4399,1759.9041,495.35001,47.755001,8545.8096,45.57,3319.6101,94.59,27.0215,4.28323
2017-03-01,PSECZ:PX,954.03998,972.15997,954.03998,971.95001,12067.19,59646.289,2797.1101,7382.8999,1800.7445,505.04001,48.855,8634.7002,44.669998,3390.2,95.88,27.02246,4.29964
2017-03-02,PSECZ:PX,972.16998,977.63,969.77002,977.15997,12059.57,59743.641,2812.47,7382.3501,1781.9395,503.79001,48.845001,8661.6299,46.009998,3384.71,94.95,27.0223,4.30506
2017-03-06,PSECZ:PX,973.54999,977.65997,972.09003,975.57001,11958.4,58995.738,2791.24,7350.1201,1763.3447,503.64999,48.91,8664.7998,44.650002,3387.46,94.75,27.02392,4.30455
2017-03-07,PSECZ:PX,975.53998,978.59003,971.45001,971.70001,11966.14,58530.07,2796.3401,7338.9902,1759.3638,502.95001,48.735001,8623.9697,44.740002,3385.1201,95.45,27.02,4.31014
2017-03-08,PSECZ:PX,972.10999,975.44,969.62,972.23999,11967.31,58559.141,2813.73,7334.6099,1781.087,502.79999,48.84,8626.6504,44.68,3389.6201,94.46,27.02059,4.3258
2017-03-09,PSECZ:PX,972.23999,975.78998,970.38,974.01001,11978.39,57986.602,2805.25,7314.96,1783.424,507.73999,49.064999,8639.7002,45.240002,3409.8899,94.44,27.02146,4.337
2017-03-13,PSECZ:PX,972.20001,983.94,972.20001,977.90997,11990.03,59322.578,2836.1499,7367.0801,1797.7858,511.89999,49.23,8683.0498,45.09,3415.49,95.3,27.02024,4.31512
2017-03-14,PSECZ:PX,977.90997,981.33002,976.97998,978.59003,11988.79,59301.32,2815.6399,7357.8501,1786.696,510.06,48.965,8663.54,44.950001,3399.4299,96.33,27.02344,4.31253
2017-03-15,PSECZ:PX,978.65002,981.5,976.04999,979.19,12009.87,59109.172,2816.77,7368.6401,1788.9207,511.66,49.099998,8688.8604,45.18,3409.3201,99.31,27.02166,4.30666
2017-03-16,PSECZ:PX,979.31,985.39001,979.31,980.78003,12083.18,60247.18,2850.76,7415.9502,1804.3325,514.53003,49.395,8667.4805,44.970001,3439.96,97.67,27.02068,4.28256
2017-03-20,PSECZ:PX,980.84998,981.5,974.73999,979.81,12052.9,60151.621,2845.48,7429.8101,1775.2128,515.09003,49.419998,8695.04,45.299999,3437.48,97.42,27.023,4.27714
2017-03-21,PSECZ:PX,980.26001,987.91998,980.26001,982.71997,11962.13,59452.75,2825.1399,7378.3398,1757.1346,513.59003,49.325001,8614.8604,44.98,3429.6201,95.55,27.02258,4.27968
2017-03-22,PSECZ:PX,982.7,982.7,972.65997,978.90997,11904.12,58749.941,2799.28,7324.7202,1746.2482,509.51999,49.244999,8567.8799,44.759998,3420.7,96.11,27.02001,4.26498
2017-03-23,PSECZ:PX,979.22998,982.46002,975.34998,980.76001,12039.68,59093.68,2823.05,7340.71,1783.4828,512.62,49.645,8628.6396,44.32,3452.1799,97.12,27.02066,4.26158
2017-03-27,PSECZ:PX,983.25,983.77002,976.92999,979.45001,11996.07,58338.898,2799.1201,7293.5,1735.196,509.32001,49.470001,8594.54,44.720001,3437.1399,96.62,27.02121,4.24072
2017-03-28,PSECZ:PX,979.46002,987.33002,978.72998,983.21997,12149.42,58938.762,2806.8,7343.4199,1753.7085,512.15002,49.759998,8597.0195,44.919998,3465.0701,96.61,27.02754,4.2257
2017-03-29,PSECZ:PX,983.28998,989.10999,981.46002,982.71002,12203.0,58709.719,2836.6499,7373.7202,1748.5648,513.58002,49.955002,8661.5303,45.09,3475.27,96.4,27.14481,4.21182
2017-03-30,PSECZ:PX,982.58002,985.95001,981.97998,983.66998,12256.43,58527.199,2848.53,7369.52,1782.4897,515.72998,50.150002,8704.3896,45.16,3481.5801,96.71,27.03142,4.23212
2017-04-03,PSECZ:PX,981.34003,986.02002,980.65997,985.20001,12257.2,58636.309,2844.8999,7282.6899,1790.1057,513.45001,50.029999,8633.8604,45.380001,3472.9399,96.76,27.04108,4.24846
2017-04-04,PSECZ:PX,985.57001,985.89001,979.38,981.03003,12282.34,59015.121,2860.1799,7321.8198,1798.5201,514.04999,50.189999,8646.9902,45.240002,3481.6599,96.59,27.04123,4.23424
2017-04-05,PSECZ:PX,981.46002,987.59003,980.78003,980.78003,12217.54,59369.66,2885.1299,7331.6802,1789.7968,514.89001,50.150002,8640.5098,45.59,3472.5801,97.85,26.62443,4.23426
2017-04-06,PSECZ:PX,981.03003,981.76001,974.58002,979.96997,12230.89,59406.359,2897.0801,7303.2002,1789.5219,516.29999,50.41,8638.3701,45.330002,3489.5701,97.79,26.5798,4.22358
2017-04-10,PSECZ:PX,984.04999,990.03998,983.90997,988.83002,12200.52,59112.379,2910.5,7348.9399,1779.451,519.15997,50.279999,8616.6797,45.540001,3480.4399,97.25,26.66973,4.24704
2017-04-11,PSECZ:PX,989.23999,997.03998,989.23999,992.95001,12139.35,58510.031,2886.3501,7365.5,1807.4697,518.40002,50.23,8641.5498,45.619999,3470.04,97.5,26.70424,4.24608
2017-04-12,PSECZ:PX,992.56,994.14001,983.04999,983.60999,12154.7,58377.922,2879.3101,7348.9902,1799.9506,517.81,50.209999,8663.7695,45.540001,3468.51,97.31,26.67774,4.2465
2017-04-13,PSECZ:PX,983.59998,988.71002,973.06,976.52002,12109.0,58695.359,2861.1899,7327.5898,1778.4301,515.77002,49.919998,8629.0195,46.18,3448.26,96.26,26.69922,4.23507
2017-04-19,PSECZ:PX,967.37,972.07001,965.84003,967.53998,12016.45,59515.172,2838.9299,7114.3599,1773.8781,511.28,49.27,8532.2695,45.369999,3420.99,98.15,26.89398,4.26546
2017-04-20,PSECZ:PX,967.78998,975.53003,966.58002,975.19,12027.32,59700.07,2851.03,7118.54,1784.6068,511.72,50.060001,8557.8701,45.990002,3440.03,98.73,26.93145,4.26257
2017-04-24,PSECZ:PX,977.90997,994.95001,977.54999,992.52002,12454.98,60061.41,2939.73,7264.6802,1782.6749,523.72998,52.075001,8711.3203,46.25,3577.3799,98.66,26.84524,4.22176
2017-04-25,PSECZ:PX,992.78998,994.78998,987.65997,992.97998,12467.04,61182.781,2948.3101,7275.6401,1777.2968,524.04999,52.169998,8775.2402,46.560001,3583.1599,99.45,26.89743,4.22594
2017-04-26,PSECZ:PX,993.08002,1000.56,990.57001,998.73999,12472.8,61699.641,2974.6599,7288.7202,1776.738,524.46002,52.195,8830.29,45.939999,3578.71,99.62,27.03285,4.22212
2017-04-27,PSECZ:PX,999.15997,1004.09,997.78998,1002.12,12443.79,61731.801,2962.47,7237.1699,1753.3781,521.89001,51.990002,8844.7803,46.529999,3563.29,100.4,26.83797,4.2278
2017-05-02,PSECZ:PX,1008.18,1010.66,1000.75,1001.98,12507.9,62066.66,3012.5801,7250.0498,1792.5154,525.47998,52.41,8868.5596,48.169998,3578.21,101.94,26.74812,4.20596
2017-05-04,PSECZ:PX,996.28998,1005.08,996.21997,1001.75,12647.78,61862.801,3036.1001,7248.1001,1793.9052,528.44,53.195,8980.0195,48.650002,3627.8799,97.59,26.74797,4.2096
2017-05-09,PSECZ:PX,1006.66,1013.23,1001.39,1010.96,12749.12,62336.391,3086.2,7342.21,1807.6021,536.26001,53.560001,9113.8301,50.099998,3649.0801,97.65,26.5684,4.21116
2017-05-10,PSECZ:PX,1011.01,1015.0,1008.34,1010.02,12757.46,61839.91,3075.6599,7385.2402,1768.2435,535.65997,53.535,9089.7998,50.59,3645.74,98.27,26.57674,4.22544
2017-05-11,PSECZ:PX,1009.65,1017.44,1009.65,1012.81,12711.06,61598.781,3076.3701,7386.6299,1709.173,534.23999,53.355,9064.8799,51.950001,3623.55,98.28,26.5561,4.21312
2017-05-15,PSECZ:PX,1017.39,1020.75,1016.52,1020.51,12807.04,61795.32,3133.6201,7454.3701,1713.2611,535.40997,53.77,9108.25,52.560001,3641.8799,98.8,26.3581,4.1756
2017-05-16,PSECZ:PX,1021.02,1027.77,1018.87,1027.12,12804.53,61000.25,3146.4099,7522.0298,1719.2004,535.76001,53.860001,9127.6104,52.700001,3641.8899,98.15,26.49936,4.19032
2017-05-17,PSECZ:PX,1027.17,1027.49,1020.1,1020.64,12631.61,60133.078,3119.1799,7503.4702,1700.796,529.06,52.98,9001.5996,52.709999,3584.8301,97.02,26.58282,4.21494
2017-05-18,PSECZ:PX,1020.53,1020.6,1005.92,1011.71,12590.06,59901.121,3092.26,7436.4199,1681.6437,524.52002,52.740002,8938.3701,50.84,3562.22,97.26,26.4904,4.1934
2017-05-22,PSECZ:PX,1018.7,1022.67,1014.53,1016.96,12619.46,61024.859,3193.5801,7496.3398,1727.7817,527.84998,53.060001,9084.7803,51.150002,3576.53,99.36,26.43328,4.20306
2017-05-23,PSECZ:PX,1016.86,1016.86,1007.03,1007.91,12659.15,60407.699,3183.1299,7485.29,1717.5851,528.16998,53.259998,9061.7598,51.060001,3595.03,98.91,26.47413,4.17764
2017-05-24,PSECZ:PX,1007.46,1011.97,1004.62,1010.73,12642.87,60812.488,3204.3,7514.8999,1747.6423,527.87,53.294998,9035.0898,50.610001,3586.6201,100.01,26.44476,4.1758
2017-05-30,PSECZ:PX,1012.57,1012.74,1003.89,1006.15,12598.68,60344.578,3160.27,7526.5098,1743.6914,525.71002,53.150002,9007.54,50.639999,3561.22,100.07,26.35057,4.17924
2017-05-31,PSECZ:PX,1006.15,1007.76,1001.32,1002.38,12615.06,60092.07,3123.54,7519.9502,1735.7216,524.07001,52.98,9016.6396,51.240002,3554.5901,101.73,26.33135,4.19266
2017-06-01,PSECZ:PX,1002.32,1006.8,1001.11,1006.08,12664.92,60181.961,3147.52,7543.77,1745.7798,527.03003,53.349998,9024.9199,51.360001,3567.02,104.02,26.33045,4.18383
2017-06-06,PSECZ:PX,1007.98,1008.48,1003.33,1005.96,12690.12,60723.469,3171.6001,7524.9502,1707.6534,521.71002,52.93,8908.2695,50.549999,3554.1799,104.17,26.3117,4.20806
2017-06-07,PSECZ:PX,1005.98,1009.97,1003.53,1005.62,12672.49,60752.25,3182.1201,7478.6201,1713.3419,523.09998,52.924999,8876.7305,49.990002,3548.8401,103.93,26.29239,4.19774
2017-06-08,PSECZ:PX,1005.62,1011.4,1003.74,1006.22,12713.58,61312.68,3173.6299,7449.98,1718.4784,523.54999,52.915001,8811.6201,49.959999,3563.8799,103.6,26.17659,4.1848
2017-06-12,PSECZ:PX,1008.2,1009.34,1003.97,1004.46,12690.44,60354.559,3168.5601,7511.8701,1716.3329,521.89001,52.724998,8807.8496,50.0,3543.95,103.82,26.15363,4.19306
2017-06-13,PSECZ:PX,1004.59,1007.07,998.42999,1001.3,12764.98,60518.238,3173.8,7500.4399,1717.954,523.39001,52.939999,8867.0703,50.02,3557.8701,105.9,26.16886,4.1978
2017-06-14,PSECZ:PX,1001.32,1004.57,1000.01,1000.15,12805.95,60381.07,3133.51,7474.3999,1709.2626,521.71002,52.759998,8849.4004,49.91,3547.1499,105.39,26.25054,4.23075
2017-06-19,PSECZ:PX,990.41998,1004.03,989.47998,1004.03,12888.95,61048.148,3151.6599,7523.8101,1708.6991,525.87,53.450001,9030.2998,49.48,3579.5801,106.17,26.29976,4.24834
2017-06-20,PSECZ:PX,1005.18,1005.46,998.13,998.21002,12814.79,60841.941,3098.1201,7472.71,1674.8658,520.88,53.259998,9023.5498,50.02,3560.6599,103.58,26.3126,4.25142
2017-06-21,PSECZ:PX,999.10999,999.10999,993.13,994.96997,12774.26,61162.219,3110.3201,7447.79,1681.0593,520.47998,53.119999,8985.6104,49.619999,3554.3501,101.83,26.32743,4.23424
2017-06-22,PSECZ:PX,995.01001,995.98999,987.27002,988.29999,12794.0,60987.328,3079.8401,7439.29,1693.9749,519.39001,53.209999,9051.2695,48.970001,3555.76,103.33,26.2667,4.22258
2017-06-26,PSECZ:PX,981.51001,982.04999,968.57001,971.38,12770.83,61701.57,3087.45,7446.7998,1698.1626,520.62,53.34,9121.2197,49.299999,3561.76,104.22,26.32308,4.2388
2017-06-27,PSECZ:PX,971.28998,977.58002,969.42999,976.0,12671.02,61915.09,3096.8501,7434.3599,1699.5465,518.72998,52.970001,9072.9199,49.849998,3538.3201,102.69,26.29684,4.2298
2017-06-28,PSECZ:PX,977.21002,978.02002,972.78003,977.21997,12647.27,61411.73,3095.1101,7387.7998,1696.0652,516.39001,52.900002,9076.7305,49.740002,3535.7,105.0,26.2223,4.24108
2017-06-29,PSECZ:PX,978.03003,984.51001,973.66998,975.83002,12416.19,61475.961,3088.8401,7350.3198,1713.8055,508.53,51.965,8944.04,49.689999,3471.3301,104.07,26.12803,4.23079
2017-07-03,PSECZ:PX,980.40997,983.40997,976.53998,981.27002,12475.31,61392.77,3138.1699,7377.0898,1709.5941,513.12,52.389999,9009.8096,50.150002,3491.8101,102.79,26.14646,4.23649
2017-07-10,PSECZ:PX,992.60999,999.0,992.5,999.0,12445.92,60829.238,3152.51,7370.0298,1665.5481,512.04999,52.040001,8943.8398,49.919998,3478.0601,102.99,26.11756,4.23888
2017-07-11,PSECZ:PX,998.69,999.39001,996.06,996.78998,12437.02,60700.461,3146.9099,7329.7598,1659.751,510.98999,51.75,8874.0703,49.700001,3464.48,105.25,26.11626,4.22932
2017-07-12,PSECZ:PX,997.40997,1001.84,997.28003,999.21002,12626.58,61601.719,3171.8101,7416.9302,1667.9348,516.59003,51.255001,9015.5996,48.950001,3515.23,105.4,26.10559,4.22476
2017-07-13,PSECZ:PX,998.84998,1001.0,997.60999,1000.92,12641.33,62018.68,3179.79,7413.4399,1689.9059,519.10999,51.375,9003.5703,49.099998,3527.8301,106.1,26.07513,4.20476
2017-07-17,PSECZ:PX,1001.12,1005.82,1000.65,1005.36,12587.16,62537.738,3199.6001,7404.1299,1706.1246,521.5,51.314999,9038.6504,50.599998,3516.3501,106.98,26.12134,4.20136
2017-07-18,PSECZ:PX,1005.67,1012.38,1004.02,1008.04,12430.39,62331.5,3192.1001,7390.2202,1688.8772,518.16998,50.794998,8977.9805,49.310001,3478.6799,106.98,26.08964,4.20662
2017-07-19,PSECZ:PX,1008.84,1011.29,1006.64,1007.92,12452.05,62533.461,3193.29,7430.9102,1703.4622,524.25,51.195,9024.3203,49.810001,3500.28,107.59,26.05169,4.21291
2017-07-20,PSECZ:PX,1007.92,1010.74,1006.47,1008.69,12447.25,62269.719,3198.51,7487.8701,1695.0042,526.28998,50.990002,9027.3701,49.889999,3499.49,107.4,26.05004,4.26694
2017-07-24,PSECZ:PX,1004.27,1007.67,998.67999,1007.67,12208.95,61828.391,3158.6499,7377.73,1700.5959,521.65002,50.299999,8898.2305,49.75,3453.1699,108.98,26.0408,4.26417
2017-07-25,PSECZ:PX,1007.89,1015.98,1006.8,1015.13,12264.31,61974.699,3212.24,7434.8198,1697.3953,524.69,50.625,8937.9004,49.990002,3473.54,110.26,26.02132,4.25038
2017-07-26,PSECZ:PX,1015.17,1015.96,1008.8,1011.85,12305.11,62362.289,3243.1001,7452.3198,1692.5225,527.71997,50.919998,8990.3398,50.169998,3491.1899,110.35,26.06826,4.2485
2017-07-27,PSECZ:PX,1008.41,1014.89,1007.24,1014.89,12212.04,62171.699,3254.3401,7443.0098,1705.2864,530.34998,50.915001,9017.79,50.099998,3493.1399,109.81,26.06968,4.2542
2017-07-31,PSECZ:PX,1008.71,1013.69,1006.33,1009.04,12118.25,62595.762,3217.9299,7372.0,1673.8105,525.44,50.0,9055.0,50.470001,3449.3601,108.95,26.14868,4.25434
2017-08-02,PSECZ:PX,1014.96,1017.71,1010.55,1010.59,12181.48,62409.52,3228.99,7411.4302,1660.0634,525.29999,50.099998,9122.6797,50.669998,3459.3201,108.65,26.04858,4.24064
2017-08-03,PSECZ:PX,1010.81,1017.57,1010.78,1017.57,12154.72,62231.078,3250.77,7474.77,1663.3105,525.57001,50.360001,9136.6104,50.349998,3466.3701,111.71,26.11279,4.24436
2017-08-07,PSECZ:PX,1026.11,1033.11,1026.1,1033.11,12257.17,62684.879,3278.72,7531.9399,1709.8981,531.40997,51.105,9155.1299,50.5,3505.8,111.2,26.15719,4.26486
2017-08-08,PSECZ:PX,1032.88,1044.58,1032.88,1043.5699,12292.05,63351.238,3280.48,7542.73,1710.1217,532.67999,51.205002,9162.3301,50.919998,3515.6299,110.39,26.18123,4.26712
2017-08-09,PSECZ:PX,1043.96,1044.3199,1028.64,1029.87,12154.0,62932.281,3238.5901,7498.0601,1717.5233,528.21002,50.490002,9027.1504,50.860001,3468.45,109.68,26.18168,4.27908
2017-08-10,PSECZ:PX,1029.88,1031.05,1023.97,1025.87,12014.3,62451.57,3198.46,7389.9399,1702.2458,523.63,50.23,8949.8604,50.139999,3433.54,107.26,26.16492,4.28506
2017-08-14,PSECZ:PX,1021.28,1034.72,1021.28,1030.74,12165.12,62313.07,3216.3301,7353.8901,1680.1571,521.09998,50.305,9031.2695,50.150002,3450.6599,110.28,26.14992,4.28989
2017-08-16,PSECZ:PX,1032.5,1035.53,1031.61,1033.83,12263.86,62481.191,3241.1001,7433.0298,1695.9729,525.89001,50.82,9037.9199,50.84,3484.5701,112.19,26.07141,4.27252
2017-08-17,PSECZ:PX,1033.79,1038.92,1032.33,1037.52,12203.46,61949.398,3218.6699,7387.8701,1674.7484,523.71002,50.52,8945.4004,50.939999,3461.97,110.34,26.05034,4.27337
2017-08-21,PSECZ:PX,1033.54,1034.3199,1029.0,1032.04,12065.99,62423.941,3153.3101,7318.8799,1661.7985,516.71002,49.959999,8883.7803,50.549999,3423.53,110.32,26.09199,4.27412
2017-08-22,PSECZ:PX,1032.15,1037.21,1031.1801,1033.73,12229.34,62649.41,3176.2,7381.7402,1673.0594,521.87,50.41,8963.8301,49.48,3455.5901,112.97,26.11792,4.28643
2017-08-23,PSECZ:PX,1034.36,1037.09,1031.3,1031.33,12174.3,62699.828,3184.8201,7382.6499,1663.467,519.35999,50.244999,8958.4902,50.0,3438.6299,112.22,26.10988,4.26093
2017-08-24,PSECZ:PX,1031.1,1036.08,1030.08,1034.15,12180.83,63886.539,3205.0901,7407.0601,1663.2273,519.09998,50.189999,8943.04,50.029999,3444.73,112.02,26.10077,4.26004
2017-08-29,PSECZ:PX,1035.73,1036.35,1019.85,1021.3,11945.88,64388.43,3168.8201,7337.4302,1629.4069,510.03,49.455002,8814.54,49.810001,3388.22,113.08,26.0591,4.25329
2017-08-30,PSECZ:PX,1021.05,1031.91,1021.05,1028.87,12002.47,64957.871,3201.4299,7365.2598,1656.3586,513.01001,49.685001,8851.2598,49.91,3403.71,112.99,26.10996,4.24716
2017-08-31,PSECZ:PX,1028.87,1032.49,1020.36,1022.27,12055.84,64973.762,3232.8301,7430.6201,1660.2966,516.03998,49.959999,8925.4502,49.700001,3421.47,114.61,26.05559,4.25355
2017-09-05,PSECZ:PX,1026.16,1027.42,1021.32,1025.36,12123.71,64994.898,3226.6299,7372.9199,1659.1158,515.46002,49.965,8869.5596,48.889999,3420.8601,113.13,26.1004,4.24794
2017-09-06,PSECZ:PX,1026.11,1026.9399,1021.07,1024.95,12214.54,64768.25,3218.96,7354.1299,1664.6855,516.46997,50.075001,8859.4697,49.060001,3433.8,112.09,26.12564,4.24894
2017-09-07,PSECZ:PX,1025.08,1027.78,1018.86,1019.15,12296.63,64381.871,3237.22,7396.98,1650.7175,518.83002,50.215,8906.6602,49.110001,3447.6599,114.02,26.11523,4.24357
2017-09-11,PSECZ:PX,1021.19,1026.17,1021.19,1023.43,12475.24,64876.559,3260.54,7413.5898,1681.1251,523.96002,50.875,8982.2305,49.060001,3495.1899,115.77,26.11132,4.25735
2017-09-12,PSECZ:PX,1023.65,1036.84,1023.02,1036.08,12524.77,64826.07,3282.95,7400.6899,1684.0092,526.58002,51.165001,9053.6201,48.740002,3512.5601,117.74,26.1049,4.28269
2017-09-13,PSECZ:PX,1035.99,1045.13,1034.9,1044.33,12553.57,64719.801,3280.4099,7379.7002,1670.5063,528.69,51.264999,9053.8301,48.610001,3523.1399,114.29,26.06732,4.2769
2017-09-14,PSECZ:PX,1044.4399,1048.0601,1041.0601,1043.34,12540.45,64748.469,3283.99,7295.3901,1664.9565,529.34003,51.330002,9071.4297,48.450001,3526.48,113.46,26.0962,4.27622
2017-09-18,PSECZ:PX,1051.0699,1051.96,1047.78,1049.02,12559.39,64647.039,3291.8601,7253.2798,1665.3445,529.31,51.369999,9048.1104,47.200001,3526.74,113.15,26.09904,4.28158
2017-09-19,PSECZ:PX,1049.02,1050.75,1046.24,1047.51,12561.79,64750.09,3290.46,7275.25,1657.7097,528.65997,51.455002,9093.2002,46.740002,3531.1799,113.81,26.10188,4.27756
2017-09-20,PSECZ:PX,1047.45,1049.24,1045.78,1047.3101,12569.17,64749.5,3289.1399,7271.9502,1666.0927,528.65997,51.48,9095.6504,46.150002,3525.55,114.29,26.07369,4.27668
2017-09-21,PSECZ:PX,1047.4,1050.65,1046.22,1047.8,12600.03,64209.191,3296.8601,7263.8999,1652.9203,528.46997,51.764999,9134.1299,46.09,3539.5901,115.3,26.04989,4.26636
2017-09-25,PSECZ:PX,1046.38,1046.55,1039.36,1041.49,12594.81,63895.84,3301.1101,7301.29,1624.2219,527.78003,51.810001,9140.4697,46.779999,3537.8101,116.01,26.03412,4.2873
2017-09-26,PSECZ:PX,1041.42,1045.35,1038.4399,1042.5,12605.2,63700.762,3291.55,7285.7402,1626.3007,528.5,51.82,9113.6504,46.740002,3536.3799,115.19,26.03641,4.32406
2017-09-27,PSECZ:PX,1042.4301,1046.38,1042.25,1043.6801,12657.41,63573.488,3291.6899,7313.5098,1634.4851,531.09003,51.939999,9098.5801,46.459999,3555.1699,115.76,26.02477,4.31397
2017-10-02,PSECZ:PX,1045.11,1052.4301,1045.11,1050.74,12902.65,64486.262,3345.0701,7438.8398,1671.7695,541.03998,52.57,9242.1504,46.580002,3602.6899,116.98,25.92556,4.31541
2017-10-04,PSECZ:PX,1051.1801,1053.92,1047.35,1052.51,12970.52,63825.699,3309.5801,7467.5801,1686.5953,541.65002,52.68,9283.9697,46.209999,3594.9099,120.14,25.81745,4.30476
2017-10-05,PSECZ:PX,1052.64,1057.4301,1050.47,1057.39,12968.05,64185.711,3345.5,7507.9902,1674.8632,542.88,52.810001,9262.6602,45.369999,3613.54,121.1,25.89224,4.31101
2017-10-09,PSECZ:PX,1058.0,1061.55,1055.34,1059.11,12976.4,64755.219,3337.04,7507.8901,1659.5067,541.19,52.685001,9259.3398,45.73,3610.5,121.54,25.87556,4.29521
2017-10-10,PSECZ:PX,1059.0601,1061.87,1049.89,1050.0601,12949.25,65046.57,3321.72,7538.27,1658.3173,541.14001,52.645,9267.1699,46.029999,3598.79,121.92,25.88006,4.26992
2017-10-11,PSECZ:PX,1050.1899,1054.37,1049.75,1054.37,12970.68,65733.789,3335.3101,7533.8101,1652.3925,541.76001,52.685001,9265.3398,45.950001,3607.3899,121.88,25.87453,4.26978
2017-10-12,PSECZ:PX,1053.99,1056.85,1053.59,1054.88,12982.89,65529.102,3324.75,7556.2402,1653.6343,542.84003,52.645,9297.3398,46.290001,3605.54,122.73,25.80904,4.2464
2017-10-16,PSECZ:PX,1053.15,1053.73,1049.58,1052.75,13003.7,65435.719,3376.02,7526.9702,1699.2581,546.66998,52.639999,9274.5898,46.25,3606.27,123.48,25.75476,4.23698
2017-10-17,PSECZ:PX,1052.78,1058.92,1048.91,1055.99,12995.06,64854.148,3373.1399,7516.1699,1701.2839,546.62,52.639999,9269.8604,46.5,3607.77,122.45,25.71693,4.23456
2017-10-18,PSECZ:PX,1056.37,1058.95,1053.09,1053.83,13043.03,64474.441,3403.1299,7542.8701,1678.163,547.67999,52.84,9309.6104,46.650002,3619.6499,122.59,25.72273,4.23542
2017-10-19,PSECZ:PX,1053.83,1057.95,1050.97,1052.78,12990.1,63745.0,3369.0,7523.04,1682.8466,544.56,52.700001,9233.5195,46.619999,3602.0801,122.0,25.68844,4.2345
